S.No.,Affiliation No.,State,Name,Head,Status,Affiliated upto,Address,Phone No.,Email
17056,2132120,UTTAR PRADESH,DIVINE LIGHT PUBLIC INTER COLLEGE,Sunil Dutt Awasthi,Senior Secondary,31/03/2023,"Near Govt. Polytechnic, Agra Bypass Road, Etawah, U.P. ,206001","0 ,9412492416",sun.dt.awi@gmail.com
17057,2132467,UTTAR PRADESH,Divine Mercy School,Mr.Kapil Anuz Kerketta,Secondary School,31/03/2019,"Mavai Road,Orai ,258001",",05162257869",divinemercyorai@gmail.com
17058,2132895,UTTAR PRADESH,DIVINE PUBLIC SCHOOL,Mr.YOGESH KUMAR SHUKLA,Secondary School,31/03/2021,"PURE TAJ ,227813",",052232808180",divineps012@gmail.com
17059,2132060,UTTAR PRADESH,Divine Public school,Alok Ranjan,Senior Secondary,31/03/2020,"Padari bujurg shivpur maharajganj ,273303","5523 ,9838512931",divineschool1@gmail.com
17060,2130779,UTTAR PRADESH,DIVINE PUBLIC SCHOOL,MEENA ADHAMI,Senior Secondary,31/03/2021,"BICHHIA NEAR PAC CAMP GORAKHPUR UP ,273014","0551 ,2282553",meena.adhami@rediffmail.com
17061,2131569,UTTAR PRADESH,DIVINE PUBLIC SCHOOL,NIRMALA SINGH,Senior Secondary,31/03/2018,"MOHANAPUR, JUNGLE HAKIM NO. 2, GHOSHIPURWA, POST - PADRI BAZAR, GORAKHPUR (UP) ,273014","0551 ,8687777667",dpsmohanapur@yahoo.com
17062,2131690,UTTAR PRADESH,Divine Public School,Ashok kumar,Senior Secondary,31/03/2023,"Village-Bardha Bhiura P.O.-Songoan ,224122","0527 ,9721526265",ashok.dvp@gmail.com
17063,2131138,UTTAR PRADESH,DIVINE SAINIK SCHOOL,RANU LAHARI,Senior Secondary,31/03/2020,"VIIL. SHIVDASPUR, POST MANDUADIH, LAHARTARA ,221001","0542 ,2371526",divine_007@rediffmail.com
17064,2132619,UTTAR PRADESH,DIVYA INTERNATIONAL SCHOOL,Mr.SANTOSH VISHWKARMA,Secondary School,31/03/2020,"JUNGLE SIKARI BY PASS CHOWK KHORABAR GORAKHPUR ,273010",",9838232613",divyainternationalgkp@gmail.com
17065,2132618,UTTAR PRADESH,Divya Jyoti Public School,Swetanjli,Secondary School,31/03/2020,"Vill- Kyampur,Post- Suraj Bagpat ,250601","1234 ,8958863391",swetaanwar@gmail.com
17066,2131387,UTTAR PRADESH,divya public school,GAURAV SHARMA,Senior Secondary,31/03/2022,"saharanpur delhi road,thanabhawan,muzaffarnagar-247776 ,247776","1398 ,252506",gauravshriram55@rediffmail.com
17067,2132727,UTTAR PRADESH,DIVYAJYOTI PUBLIC SCHOOL,NIDHI DWIIVEDI,Secondary School,31/03/2020,"VIG- CHANDAULI, POST- PHULWARIA, DEORIA ,274001","0544 ,9935456145",shashwat82@gmail.com
17068,2130237,UTTAR PRADESH,DIWAKAR MODEL SCHOOL,NISHI AGGARWAL,Senior Secondary,31/03/2020,"SHYAM PARK EXTENTION SAHIBABAD DISTT. GHAZIABAD UTTAR PRADESH ,201005","0120 ,4338375",nishi.agarwal1965@gmail.com
17069,2132106,UTTAR PRADESH,Diwan Singh Memorial Oxford Public Junior High School,DULIP KUMAR SHARMA,Senior Secondary,31/03/2020,"Shikarpur Bulandshahar ,203395","5732 ,230060",talk2dulip@gmail.com
17070,2130375,UTTAR PRADESH,DLF PUBLIC SCHOOL,Seema Jerath,Senior Secondary,31/03/2020,"SECTOR II RAJINDER NAGAR SAHIBABAD GHAZIABAD ,201005","0120 ,2632490",seemajerath@dlps.co.in
17071,2132270,UTTAR PRADESH,dlp public school,SUDHIR KUMAR GAUTAM,Secondary School,31/03/2019,"pata khas chauraha,sadabad mursan road ,204213","91 ,9412488452",sudhirgautam3920@gmail.com
17072,2180047,UTTAR PRADESH,"dlw inter college, varanasi",M. TOPPO,Senior Secondary,31/03/2018,"d.l.w., varanasi ,221004","95120 ,05422642718",principaldlw@dlwvns.com
17073,2131616,UTTAR PRADESH,Dolphin public school,RAJEEV KUMAR AGARWAL,Senior Secondary,31/03/2018,"village chipiyana, lalkuan gautam budh nagar dadri uttar pradesh ,201009","0120 ,9312792416",PRINCIPAL@DOLPHINPUBLICSCHOOL.EDU.IN
17074,2131458,UTTAR PRADESH,DOLPHIN PUBLIC SCHOOL,DEEPTI PANDEY,Senior Secondary,31/03/2018,"VILL. & POST CHEETPUR, DILIPPUR, DIST. PRATAPGARH. ,230127","5342 ,292007",anilktripathi1980@gmail.com
17075,2131144,UTTAR PRADESH,Don & Donna Convent School,AMARENDRA KUMAR TIWARY,Senior Secondary,31/03/2018,"SHAHJAHANPUR-242001 ,242001","5842 ,225555",amarendra_tiwary2008@rediffmail.com
17076,2131099,UTTAR PRADESH,Don Bosco School,SUDHA SRIVASTAVA,Secondary School,31/03/2021,"Opp. MMM Engg. College Mahadeopuram ,273010","0551 ,2270110",sudhasrivastava322@gmail.com
17077,2131394,UTTAR PRADESH,DOON HILLS ACADEMY,ANJALI GUPTA,Senior Secondary,31/03/2021,"Vill-Dhankarpur,Muzzafarnagar Road, Deoband Saharanpur ,247454","1336 ,220594",dhadeoband@gmail.com
17078,2130235,UTTAR PRADESH,DOON INTERNATIONAL SCHOOL,RATAN SINGH,Senior Secondary,31/03/2022,"TEHRA-PALIA KALAN DISTT. LAKHIMPUR KHERI UTTAR PRADESH ,262902","5871 ,233493",ratanmaths06@gmail.com
17079,2130838,UTTAR PRADESH,DOON INTERNATIONAL SCHOOL,Rachana Celina John,Senior Secondary,31/03/2022,"392 RATAN LAL NAGAR KANPUR UTTAR PRADESH ,208022","0512 ,2203337",Rachanacelinajohn@Gmail.com
17080,2132281,UTTAR PRADESH,Doon Public School,MANOJ KUMAR,Secondary School,31/03/2019,"Vill - Muradpura, Post - Baghra ,251306","0 ,9319498443",doonpublicschoolmuradpura@gmail.com
17081,2130973,UTTAR PRADESH,doon public school,SHAMA S ZAIDI,Senior Secondary,31/03/2019,"dilawarpur, post mohammdi ,262704","5876 ,9415559602",shamatan7@gmail.com
17082,2132547,UTTAR PRADESH,DOON PUBLIC SCHOOL,Mrs.MAMTA THAKUR,Secondary School,31/03/2020,"CHAMARI KHERA (LASKARPUR PUWANRKA) ,247662",",01322781136",gurukul.sre@gmail.com
17083,2131824,UTTAR PRADESH,Doons Pride Public School,ANU KAHLON,Senior Secondary,31/03/2020,"NH Saharanpur-Dehradun, Opposite Inter College, Sundarpur Tanko, Tehsil - Bahet, Disttic - Saharanpur, Pincode- 247662, Uttar Pradesh ,247662","0135 ,2640192",Jassarhs@Yahoo.com
17084,2132580,UTTAR PRADESH,DPS World School,Mr.Rajiv Arora,Secondary School,31/03/2020,"12/2,Knowledge Park-III,Greater Noida,Gautam Budh Nagar, Uttar Pradesh-201308 ,201308",",0120-6511399",dpsworldgrnoida@gmail.com
17085,2132903,UTTAR PRADESH,"DPS WORLD SCHOOL, NOIDA EXTENSION, PLOT NO HS-57, KNOWLEDGE PARK-V, GREATER NOIDA (WEST)",Mrs.Jyoti Arora,Secondary School,31/03/2020,"HS 57, Knowledge park 5. Greater noida west, noida extension ,201306",",9910306910",principal@dpsworldnoidaex.com
17086,2132923,UTTAR PRADESH,"DPS WORLD SCHOOL, PILKHUWA",Mrs.POONAM VERMA,Secondary School,31/03/2020,"DPS WORLD SCHOOL, PILKHUWA, 505, MUKEEMPUR, DINESH NAGAR ROAD, PILKHUWA, HAPUR ,245304",",9027101504",dpsworldpilkhuwa@gmail.com
17087,2130458,UTTAR PRADESH,DR AMRIT LAL ISHARAT MEMORIAL SUN,VED KUMAR MISHRA,Senior Secondary,31/03/2021,"BEAM SCHOOL ROHIUIA VARANASI UTTAR PRADESH ,221104","0542 ,2255605",PRINCIPAL.DALIMSS@GMAIL.COM
17088,2130740,UTTAR PRADESH,DR G L KANOJIA PUBLIC SCHOOL,R D AGARWAL,Senior Secondary,31/03/2017,"HUNDAL KHEL SHAHJAHANPUR UP ,242001","5842 ,233922",agarwal.rd@gmail.com
17089,2130436,UTTAR PRADESH,DR JAGDISH MEMORIAL PUBLIC SCHOOL,AVADHESH KUMAR RAGHAVA,Secondary School,31/03/2018,"RAILWAY ROAD DIBAI BULANDSHAR UTTAR PRADESH ,202393","5734 ,249277",avdeshraghav29@gmail.com
17090,2131105,UTTAR PRADESH,DR K.N.Modi Global School,NETRA PAL SINGH,Senior Secondary,31/03/2020,"Hapur Road, Near Eye Hospital, Modinagar, Ghaziabad ,210204","1232 ,9219462209",principal@knmodiglobalschool.org
17091,2130622,UTTAR PRADESH,DR RIZVI SPRINGFIELD SCHOOL,LUBNA FATIMA,Senior Secondary,31/03/2020,"KARARI KAUSHAMBI UTTAR PRADESH ,212206","5331 ,277751",LUBNA675@GMAIL.COM
17092,2130460,UTTAR PRADESH,DR VIRENDRA SWAROOP EDUCATION CENTRE,VIJAYSHREE PANDEY,Senior Secondary,31/03/2022,"SECTOR 46/B D BLOCK SHYAM NAGAR KANPUR UTTAR PRADESH ,208013","0512 ,2427597",vijayshree.04@gmail.com
17093,2130700,UTTAR PRADESH,DR VIRENDRA SWARUP EDUCATION CENTRE,MARY CHATTERJI,Senior Secondary,31/03/2020,"SWARUP 884 A B BLOCK PANKI KANPUR UP ,208020","0512 ,2261313",mrschatterji@gmail.com
17094,2132571,UTTAR PRADESH,DR. A.K.PUBLIC SCHOOL,Ram Suresh Yadav,Secondary School,31/03/2020,"TAMSA MARG MEERANPUR AKBARPUR AMBEDKAR NAGAR ,224122","5271 ,247171",rsyakps@gmail.com
17095,2130464,UTTAR PRADESH,dr. amrit lal ishrat memial sunbeam school,ARVIND KAPOOR,Senior Secondary,31/03/2021,"po vidyut nagar ntpc tanda ambedkar nagar uttar pradesh ,224238","5273 ,284099",arvindkapoor399@gmail.com
17096,2132325,UTTAR PRADESH,"Dr. Amrit Lal Ishrat Memorial Sunbeam School, Chaubeypur Varanasi",Dijo K John,Secondary School,31/03/2019,"Bahadurpur ,221004","0542 ,2615111",dijojohn1975@gmail.com
17097,2131714,UTTAR PRADESH,dr. kiran saujiya sr. sec. edu. academy,KIRAN YADAV,Senior Secondary,31/03/2017,"ashok nagar, kurawali road mainpuri, ,205001","5672 ,981884975",15drkscbseschool@gmail.com
17098,2131433,UTTAR PRADESH,dr. lokman das public school,VIJAYA GAUR,Senior Secondary,31/03/2017,"chandpur ,aliganj road,etah,up ,207001","5742 ,233107",drlokmandaspublicschool01@gmail.com
17099,2131487,UTTAR PRADESH,DR. M.P.S WORLD SCHOOL,Charles Clarance,Senior Secondary,31/03/2018,"AGRA-DELHI HIGHWAY,NEAR NAVEEN SABJI MANDI,SIKANDRA,AGRA ,282007","0562 ,6453613",changeclarance@gmail.com
17100,2130103,UTTAR PRADESH,DR. MARIA RESIDENTIAL ACADEMY,NEERAJ MOHAN,Senior Secondary,31/03/2018,"SIKANDARA BODLA AGRA UTTAR PRADESH ,282007","0562 ,6542178",mariamohan_06@yahoo.co.in
17101,2131053,UTTAR PRADESH,DR. PR WASSON PUBLIC SCHOOL,GARIMA CHOPRA,Secondary School,31/03/2022,"13/34, GOVIND NAGAR KANPUR ,208006","0512 ,2655764",GARIMA1983@ICLOUD.COM
17102,2132326,UTTAR PRADESH,DR. R.M. SAHA GLOBAL SCHOOL,Sapna Kalra,Secondary School,31/03/2019,"OPPOSITE VILL ALLEHPUR PO CHHATIKARA ,281001","0565 ,9837079839",sapnarmsschool@gmail.com
17103,2130304,UTTAR PRADESH,DR. RIZVI LEARNERS ACADEMY,RUCHI SHARMA,Senior Secondary,31/03/2018,"MANDI NASEEB KHAN JAMPUR UTTAR PRADESH ,222001","5452 ,262466",principal.rla@gmail.com
17104,2132830,UTTAR PRADESH,Dr. S. S. CONVENT SCHOOL,Mrs.DIPTI CHAUHAN,Secondary School,31/03/2020,"BANDHWA, NARHAN, KERAKAT ,222142",",9451161698",singsatyendra@gmail.com
17105,2131158,UTTAR PRADESH,Dr. Savita Memorial Global Academy,VED PRAKASH,Senior Secondary,31/03/2020,"Nagarpur, Chunar Mirzapur ,231304","0544 ,206020",smga_chunar@yahoo.com
17106,2132140,UTTAR PRADESH,DR. SUDAMA PRASAD VIDYASTHALI,SADHNA AGARWAL,Secondary School,31/03/2018,"G SURGIWARE-RASOOLPUR JAHANGANJ ,242001","5842 ,223107",sadhnaagarwal123@gmail.com
17107,2130977,UTTAR PRADESH,Dr. Virendra Swarup Education Centre,Sanjay Arora,Senior Secondary,31/03/2018,"GHATIA GHAT ROAD, CHANDPUR, DISTT FURRUKHABAD, UTTAR PRADESH ,209625","5692 ,211333",sanjayarora19645@gmail.com
17108,2130281,UTTAR PRADESH,DR.SONEY LAL PATEL PUBLIC SCHOOL,NIGHAT KHAN,Senior Secondary,31/03/2023,"133/61 HAMEERPUR ROAD JUHI KANPUR UTTAR PRADESH ,208017","91 ,8188003941",nighattkhan1001@gmail.com
17109,2132657,UTTAR PRADESH,DREAM VALLEY INSTITUTE,Madhurika,Secondary School,31/03/2020,"DULHERA , POST-WAIR, ,203202","5735 ,8392931732",dreamvalleyinstitute123@gmail.com
17110,2130982,UTTAR PRADESH,"dron public school,",REINU BABBAR,Senior Secondary,31/03/2018,"barnava road, sardhana, meerut ,250342","1237 ,235850",principal@dronpublicschool
17111,2132591,UTTAR PRADESH,DSB International School,Mr. Kailash Chand Dixit,Secondary School,31/03/2020,"Nagla Sikandar Tundla Etah Road Firozabad ,283204",",05612",dsb_internationalschool@rediffmail.com
17112,2131059,UTTAR PRADESH,DSM LIONS PUBLIC SCHOOL,NEERA ZIA,Senior Secondary,31/03/2020,"VIJAYPURAM, ROUZAGAON, TEH.-RADAULI ,225402","5241 ,9415152710",neerasrivas@gmail.com
17113,2131285,UTTAR PRADESH,DSR MODERN SCHOOL,POONAM DIXIT,Senior Secondary,31/03/2021,"KOORI KHERA ROAD,DHOOM MANIKPUR ,203207","91 ,9910878990",dsr_dadri@rediffmail.com
17114,2132019,UTTAR PRADESH,DSR PUBLIC SCHOOL,YASH PAL SINGH,Secondary School,31/03/2018,"233 Pipranankar, Baheri, Bareilly up ,243203","5944 ,280027",harishrathore1181@gmail.com
17115,2132874,UTTAR PRADESH,DUJANA PUBLIC SCHOOL,MAMTA SHUKLA,Secondary School,31/03/2020,"VILL. & POST - DUJANA BADALPUR ,203207","0 ,9953212749",www.mamtashukla61969@gmail.com
17116,2132057,UTTAR PRADESH,DUNNI DEVI GAYADEEN SMARAK VIDHYALAYA,SHWETA TRIPATHI,Senior Secondary,31/03/2020,"VILLAGE SARAI RAMUAPUR, POST ALIGANJ, PARGANA BHOOR ,262802","5870 ,249808",tripathialokshweta123@gmail.com
17117,2130820,UTTAR PRADESH,DURGA PRASAD VIDYA NIKETAN,JASBIR BAKSHI,Senior Secondary,31/03/2021,"S 11 G BLOCK DURGA PRASAD DUBEY MARG KANPUR U P ,208022","0512 ,2202799",DPV_2007@REDIFFMAIL.COM
17118,2131455,UTTAR PRADESH,Durga Public School,Samina Ahmad,Senior Secondary,31/03/2019,"Durga Colony, Dhampur, Bijnour ,244001","1344 ,2",saminaahmad1963@gmail.com
17119,2130379,UTTAR PRADESH,DURGAWATI HEMRAJ TAH SARASWATI VIDYA MANDIR,VIPIN KUMAR,Senior Secondary,31/03/2020,"NEHRU NAGAR GHAZIABAD UTTAR PRADESH ,201001","0120 ,2758007",vipinrathi79@gmail.com
17120,2130362,UTTAR PRADESH,DWARIKA PUBLIC SCHOOL,SUNITA SHISODIA,Senior Secondary,31/03/2009,"MEERUT ROAD MAWANA UTTAR PRADESH ,250401",",42280",
17121,2131744,UTTAR PRADESH,dwivedi paradise english high school,PAWAN KUMAR,Senior Secondary,31/03/2019,"janghai road, mungra badshahpur ,222202","91 ,9415616141",dpehschool@gmail.com
17122,2131513,UTTAR PRADESH,E- SHAN PUBLIC SCHOOL,SANT KUMAR SRIVASTAV,Senior Secondary,31/03/2023,"ROHUWA, MUSTAFABAD, DISTT AZAMGARH, UTTAR PRADESH ,276202","0546 ,267569",santkumar1703@gmail.com
17123,2280004,UTTAR PRADESH,east central railway inter college,SH CHHABINATH YADAV,Senior Secondary,31/03/2017,"mughalsarai, chandauli, uttar pradesh ,232101","05412 ,272916",principal.rlyschoolmgs@gmail.com
17124,2131350,UTTAR PRADESH,East Delhi Public School,Shail Sinha,Senior Secondary,31/03/2022,"P-Block, Sector-12, Pratap Vihar ,201301","0120 ,2842875",principalshail@gmail.com
17125,2130503,UTTAR PRADESH,EAST WEST PULIC SCHOOL,NAHID KHALIL,Senior Secondary,31/03/2020,"SHANKARAPUR PO DHAMORA RAMPUR UTTAR PRADESH ,244901","0595 ,2350115",eastwest1991@hotmail.com
17126,2132871,UTTAR PRADESH,EASTERN DELHI PUBLIC SCHOOL,laxmi negi,Secondary School,31/03/2020,"DHANORI ROAD DANKAUR DISTRICT-GAUTAMBUDH NAGAR ,203201","91 ,9927313149",jagatsingh1699@gmail.com
17127,2131462,UTTAR PRADESH,eden public school,SEIKH NAZRUL ISLAM,Senior Secondary,31/03/2022,"imran ganj, sabrahad, shahganj jaunpur ,234506","5453 ,222071",www.seikhnazrul63@gmail.com
17128,2132845,UTTAR PRADESH,Edify World School Firozabad,Mrs.Shailaja Behl,Secondary School,31/03/2020,"Agra Road, NH 2, Oposite to Lazer Farm House, Firozabad ,283203",",05612232355",principal@ewsfirozabad.com
17129,2131039,UTTAR PRADESH,einstein public school,SOUMITA CHATTERJEE NASKAR,Senior Secondary,31/03/2019,"lalganj ajhara po dhadhua gajaan ,230136","5341 ,255116",epslalganj@gmail.com
17130,2120001,UTTAR PRADESH,ekalavya model residential school,-,Senior Secondary,31/03/2018,"saunaha, chandan chowki, lakhimpur kheri, u.p.-262701 ,262701",",09862013085",
17131,2131132,UTTAR PRADESH,eklavya public school,BINDU SINHA,Senior Secondary,31/03/2022,"pipe line road, muradnagar, modinagar, ghaziabad ,201206","0123 ,9012160398",eps.principal42@gmail.com
17132,2131432,UTTAR PRADESH,elpis global school,Kavita Sharma,Senior Secondary,31/03/2022,"amar nagar, near baba mansharam mandir, biswan ,261201","5863 ,232721",elpisglobal@gmail.com
17133,2132653,UTTAR PRADESH,EMINENT ENGLISH MEDIUM SCHOOL,SUNIL KUMAR YADAV,Secondary School,31/03/2020,"VILL- RAIPUR, POST- JAMALAPUR, DISTT- JAUNPUR ,222137","91 ,9956164038",eminentenglishschool@gmail.com
17134,2130940,UTTAR PRADESH,ENGINEERS COLONY SR. SEC. SCHOOL,Suresh Chandra Upadhyay,Secondary School,31/03/2021,"QUARSI BY PASS ROAD ALIGARH UP ,202001","0571 ,2901196",ercly.s.s.school@gmail.com
17135,2132815,UTTAR PRADESH,ERAM PUBLIC COLLEGE,Mr.SAIYED VAQAR AHMAD,Secondary School,31/03/2020,"C-BLOCK, INDIRA NAGAR, LUCKNOW ,226016",",05222310712",eramedu@gmail.com
17136,2130725,UTTAR PRADESH,ERNY MEMORIAL SCHOOL,SNEHLATA PUTHRANA,Senior Secondary,31/03/2022,"60/64 STANLEY ROAD ALLAHABAD UP ,211002","0532 ,2440108",ernymemorial30@gmail.com
17137,2131888,UTTAR PRADESH,Escorts World School,GITANJALI DIWEDI,Senior Secondary,31/03/2020,"HS/K-1, Keshavpuram, Kalyanpur, ,208017","0512 ,2077799",principal@escortsworldschool.com
17138,2130441,UTTAR PRADESH,ESS ESS CONVENT SCHOOL,SHAILENDRA MOHAN MISHRA,Senior Secondary,31/03/2016,"MAUZA GHAT WASAN AGRA UTTAR PRADESH ,282005","0562 ,6540901",smmishra1735@gmail.com
17139,2130408,UTTAR PRADESH,EVEREST PUBLIC SCHOOL,PRITI SHARMA,Senior Secondary,31/03/2020,"SHALIMAR GARDEN SHAHIBABAD GHAZIABAD UTTAR PRADESH ,201005","0120 ,2648612",preeti@everestpublicschool.com
17140,2130524,UTTAR PRADESH,ewing christian public school,SUNJEET LALL,Senior Secondary,31/03/2018,"712 mutthiganj allahabad uttar pradesh ,211003","0532 ,2414814",sunjeet2006@yahoo.co.in
17141,2132600,UTTAR PRADESH,EXCELLIA SCHOOL,Sonia Vardhan,Secondary School,31/03/2020,"Omaxe city,Opp.AmbedkarUniversity,Raibareli Road,Lucknow ,226025","00 ,8400334000",principal@excellia.in
17142,2130468,UTTAR PRADESH,FAIZABAD PUBLIC SCHOOL,GITA PARIHAR,Senior Secondary,31/03/2021,"DARABGANJ PO MUMTAZ NAGAR LUCKNOW ROAD FAIZABAD UTTAR PRADESH ,224001","5278 ,236090",parihargita@gmail.com
17143,2132682,UTTAR PRADESH,FARMKIDS ACADEMY,SHARMILA RANI,Secondary School,31/03/2020,"Village-Lharra,Block-Jani ,250501","0000 ,9837024991",chikarasharmila@gmail.com
17144,2130322,UTTAR PRADESH,FATHERSON PUBLIC SCHOOL,Vikas Kumar Tyagi,Senior Secondary,31/03/2020,"BIJNOR ROAD CHANDPUR DISTT BIJNOR UTTAR PRADESH ,246725","1345 ,220762",vtyagi337@gmail.com
17145,2132027,UTTAR PRADESH,FATIMA CONVENT SCHOOL,MARIA KIRTI A C,Secondary School,31/03/2018,"111/84 , ASHOK NAGAR KANPUR UP ,208012","0512 ,2540313",mkirtiac@gmail.com
17146,2131839,UTTAR PRADESH,Fatima Leyan Public School,ARSHI ZAFAR,Senior Secondary,31/03/2020,"Near Padarat Pur Nariyaawal ,243123","0581 ,2640064",princifatimaleyan@gmail.com
17147,2130053,UTTAR PRADESH,fatima school,CLIFFORD LOBO,Senior Secondary,31/03/2018,"circular road bargaon po gonda distt uttar pradesh ,271002","5262 ,290890",schoolfatima@rediffmail.com
17148,2131182,UTTAR PRADESH,"FERTILIZER PUBLIC SCHOOL,",SHALINI PRAJAPATI,Senior Secondary,31/03/2020,"KRIBHCO SHYAM NAGAR, PIPROLA, SHAHJAHANPUR, UP ,242001","5842 ,8188915025",shalini_prajapati@yahoo.com
17149,2132937,UTTAR PRADESH,Feynman School,Mrs.Richa Srivastava,Secondary School,31/03/2020,"Tal Nadaur, Mahaveer Chhhapra, Gorakhpur ,273005",",8400509765",feynmangorakhpur@gmail.com
17150,2130674,UTTAR PRADESH,FLORENCE DALE PUBLIC SCHOOL,SUBHASH CHANDRA,Senior Secondary,31/03/2019,"BEHIND PUNJAB NATIONAL BANK GARHI PUKHTA TAHSIL SHAMLI DISTT MUZAFFAR NAGAR UTTAR PRADESH ,247776","1398 ,223438",fdps_2010@yahoo.com
17151,2130717,UTTAR PRADESH,FLORENCE NIGHTINGALE PUBLIC SCHOOL,NAVNEET KUMAR SINGH,Senior Secondary,31/03/2021,"UJHANI ROAD BAIDAUN UTTAR PRADESH ,243601","5832 ,225588",florence.budaun@gmail.com
17152,2130849,UTTAR PRADESH,FLORETS INTERNATIONAL SCHOOL,SHRADHA SHARMA,Senior Secondary,31/03/2022,"99 F BLOCK PANKI KANPUR UTTAR PRADESH ,208020","0512 ,2260601",shr_agar@yahoo.co.in
17153,2130579,UTTAR PRADESH,fr agnel school,SHERINE THURUTHEL,Senior Secondary,31/03/2019,"sect 62 noida gautam budh nagar uttar pradesh ,201306","0120 ,2476500",sherinethuruthel@gmail.com
17154,2131345,UTTAR PRADESH,FR. AGNEL SCHOOL,SR SHAMITHA B S,Senior Secondary,31/03/2022,"POCKET-F, BETA-II, GREATER NOIDA, GAUTAM BUDH NAGAR, ,201306","0120 ,2326557",sistershamita@gmail.com
17155,2131720,UTTAR PRADESH,ftune wld school,Papri Chakraborty,Senior Secondary,31/03/2020,"b-280,sect-105,express way,noida ,201301","0120 ,2568997",principal@fortuneworldschool.com
17156,2132878,UTTAR PRADESH,FUTURE CHILDREN ACADEMY,S,Secondary School,31/03/2021,"SHIWALA KALAN ,246734","1345 ,271500",surendrayadav2225@gmail.com
17157,2132639,UTTAR PRADESH,G D Goenka Public School,HARJINDER KAUR,Secondary School,31/03/2020,"6TH KM STONE JANSATH ROAD ,251203","0131 ,2970089",hkaur25@rediffmail.com
17158,2130457,UTTAR PRADESH,G D PUBIC SCHOOL,PAYALSINGH,Senior Secondary,31/03/2018,"KHAIR ROAD ALIGARH UTTAR PRADESH ,202001","0571 ,2523523",principal.agn2@yahoo.com
17159,2130249,UTTAR PRADESH,g n national public school,DEEPALI GHOSH,Senior Secondary,31/03/2019,"gakhnath gakhpur uttar pradesh ,273001","0551 ,2250757",gnnps_gkp@rediffmail.com
17160,2132369,UTTAR PRADESH,G S Modern School,Dilip Mani Tripathi,Secondary School,31/03/2019,"Village Khora ,209301","120 ,6400214",dilipmani5192@gmail.com
17161,2132303,UTTAR PRADESH,G S S ACADEMY,MANOJ KUMAR,Secondary School,31/03/2019,"Bhopa Road ,251314","0139 ,6264044",gssacademymzn@gmail.com
17162,2132372,UTTAR PRADESH,G S S INTERNATIONAL SCHOOL,Shweta Singh,Secondary School,31/03/2019,"Ganeshpur,Tarna, Po. Chamav, Varanasi, U.P. ,221003","0542 ,2282323",shweta.gssis@gmail.com
17163,2132841,UTTAR PRADESH,G. B. INTERNATIONAL SCHOOL,KAMYA BARANWAL,Secondary School,31/03/2020,"DAHARA KALA, SAIDPUR, GHAZIPUR, U.P.-233304 ,233304","5495 ,222022",gyanbharti.gzp@gmail.com
17164,2131150,UTTAR PRADESH,g. b. s. public school,Antim Singh,Senior Secondary,31/03/2022,"gora bazar, civil lines, raebareli ,229001","0535 ,2700318",antimsingh65@gmail.com
17165,2131364,UTTAR PRADESH,"g. d. goenka public school, agra",PUNEET VASHISHTHA,Senior Secondary,31/03/2022,"bodla-bichpuri road, agra ,283105","0562 ,9568011007",principal@gdgoenkaagra.com
17166,2131910,UTTAR PRADESH,"G. D. GOENKA PUBLIC SCHOOL, KANPUR",ANJU DHAWAN,Senior Secondary,31/03/2018,"NRI CITY, MAINAWATI MARG, KANPUR-208017 ,208017","0512 ,8573001110",principal@gdgoenkakanpur.com
17167,2131481,UTTAR PRADESH,"g.d goenka public school,lucknow",RAVEEN PANDE,Senior Secondary,31/03/2022,"sect-b, sushant golf city sultanpur road, lucknow ,226002","0522 ,8090809080",principal@gdgoenkalko.com
17168,2132150,UTTAR PRADESH,G.D. GLOBAL SCHOOL,VIDHAN CHANDRA TIWARI,Secondary School,31/03/2020,"KARTALPUR BYEPASS, PALHANI AZAMGARH, ,276001","5462 ,265053",PRINCIPAL@GDGLOBALSCHOOL.IN
17169,2131615,UTTAR PRADESH,G.D.GOENKA PUBLIC SCHOOL,RICHA PRAKASH,Senior Secondary,31/03/2023,"NEAR BISAN PETROL PUMP USHYANI FIROZABAD, UTTAR PRADESH ,282004","0562 ,2481929",principal@gdgoenkafirozabad.com
17170,2131943,UTTAR PRADESH,G.D.Goenka Public School,KAVITA SHARMA,Senior Secondary,31/03/2020,"Shakti Khand-III, Indirapuram ,201010","0000 ,9999572500",PRINCIPAL@GDGOENKASCHOOLINDIRAPURAM.COM
17171,2132038,UTTAR PRADESH,G.D.Public School,Mr.R.K.SINGH,Secondary School,31/03/2018,"Iglas Road , Khair Aligarh UP ,202138",",05712523523",gdpsaligarh@yahoo.co.in
17172,2132323,UTTAR PRADESH,G.K. SILVER STONE PUBLIC SCHOOL,AVADH KISHOR SHARMA,Secondary School,31/03/2019,"GANESH MELA GROUND ,244412","5921 ,254134",manoj_gupta61@yahoo.com
17173,2132098,UTTAR PRADESH,G.L. School,ATUL KUMAR KULSHRESTHA,Senior Secondary,31/03/2020,"VILLAGE MAHUAR, KIRAOLI, AGRA ,283122","0562 ,7055502164",atulkulshrestha101@gmail.com
17174,2131187,UTTAR PRADESH,G.M. ACADEMY,SAMBHAWANA MISHRA,Senior Secondary,31/03/2020,"SALEMPUR,DEORIA ,274509","5566 ,221491",gmacademy.salempur@gmail.com
